Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,KEGG Pathways,MS2,Group Area: CTRL1,Group Area: F1154_1,Group Area: F1177_1,Group Area: F1246_1,Group Area: CTRL2,Group Area: CTRL3,Group Area: F1154_2,Group Area: F1177_3,Group Area: F1246_2,Group Area: F1154_3,Group Area: F1246_3,Gap Fill Status: 2plus_RP_pos_MS2.raw (F14),Gap Fill Status: 10plus_RP_pos_MS2.raw (F15),Gap Fill Status: 14plus_RP_pos_MS2.raw (F16),Gap Fill Status: 19plus_RP_pos_MS2.raw (F17),Gap Fill Status: 23plus_RP_pos_MS2.raw (F18),Gap Fill Status: 40plus_RP_pos_MS2.raw (F19),Gap Fill Status: 41plus_RP_pos_MS2.raw (F20),Gap Fill Status: 46plus_RP_pos_MS2.raw (F21),Gap Fill Status: 47plus_RP_pos_MS2.raw (F22),Gap Fill Status: 57plus_RP_pos_MS2.raw (F23),Gap Fill Status: 59plus_RP_pos_MS2.raw (F24),Gap Fill Status: 60plus_RP_pos_MS2.raw (F25),Gap Fill Status: Bplus_RP_pos_MS2.raw (F26)
1-Amino-1-deoxyhexitol,C6 H15 N O5,Full match,No results,No results,Full match,0.11,181.09504,1.401,29131083.7,0,,,,No MS2,884118.2186,635505.4215,526501.0266,29131083.7,739658.265,622476.3903,351496.9855,646874.7602,22745448.32,542419.7667,16004110.27,128,128,128,0,128,128,16,128,128,0,128,128,16
"[Similar to: (2R,3R,4S,5S,6R)-2-[2-(4-methoxyphenyl)ethoxy]-6-({[(2S,3R,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxane-3,4,5-triol; ΔMass: -117.0465 Da]",C6 H20 N9 O5 P,Full match,Invalid mass,No results,No results,-0.63,329.13229,1.395,28293263.65,43,,,,DDA for preferred ion,18367372.58,12204383.77,12834908.07,28293263.65,15061653.86,15588715.97,4469013.144,9059533.067,17123600.15,11699626.74,20998967.36,128,128,128,0,16,128,128,128,128,128,128,0,32
,,No results,No results,No results,No results,,121.9172,0.967,27654351.64,0,,,Microbial metabolism in diverse environments;Other,DDA for preferred ion,21203607.46,11833829.07,12938905.96,23275772.72,19914699.8,19930641.59,9307431.015,27654351.64,17199150.37,15821342.32,20188350.89,128,128,128,128,128,128,128,128,0,128,128,128,32
L-Histidine,C6 H9 N3 O2,Full match,Full match,Full match,Full match,0.19,155.06951,0.983,27340120.26,52,99.5,98.9,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of plant secondary metabolites;ABC transporters;Protein digestion and absorption;Central carbon metabolism in cancer;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Other,DDA for preferred ion,16926630.24,20043968.63,17334364.23,7333430.626,15931255.3,16232076.25,16290420.46,27340120.26,5602076.846,21554078.02,4468392.193,128,128,128,128,128,128,128,128,0,128,128,128,32
"[Similar to: 1,4:3,6-Dianhydro-2,5-dideoxy-2-{5-[3-(dimethylamino)phenoxy]-1H-tetrazol-1-yl}-5-[(1-naphthylcarbamoyl)amino]-L-iditol; ΔMass: -343.1569 Da]",,No results,Invalid mass,No results,No results,,158.05552,1.392,27082666.47,4,,,,DDA for preferred ion,215540.6213,25472829.94,26998839.95,3368844.476,237046.3741,245387.4221,27082666.47,19949016.36,2853512.43,17507419.22,3039505.998,32,0,64,128,16,16,32,0,64,128,0,128,32
3-oxovaleric acid,C5 H8 O3,Full match,Invalid mass,Partial match,Full match,-0.54,116.04728,1.254,26341042.79,32,,,Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of cofactors;2-Oxocarboxylic acid metabolism;Other,DDA for preferred ion,13680374.57,14733263.37,15698382.52,25379201.9,13003413.28,13123658.03,12223059.04,15818285.2,26341042.79,18023751.5,22073836.48,128,128,128,128,128,128,128,16,16,128,16,0,16
Tiglic acid,C5 H8 O2,Full match,Full match,No results,Not the top hit,-0.21,100.05241,1.395,25803204.4,1,70.5,8.5,,DDA for preferred ion,1009048.863,12138583.14,21886239.8,2242499.638,938373.7126,597374.8547,10970209.47,25803204.4,2327347.712,14646721.59,1762369.613,128,128,0,128,16,128,16,128,128,128,128,128,16
Stavudine,C10 H12 N2 O4,Full match,Partial match,Partial match,Full match,-0.11,224.07968,1.079,24862216.44,4,,,Metabolic pathways;Biosynthesis of cofactors;Other,DDA for preferred ion,123577.0306,129225.1459,102094.2452,24862216.44,142682.2013,171515.9446,108164.8726,193766.3639,18671209,141286.8157,22999153.87,32,32,32,128,128,32,32,32,32,128,32,0,32
H-arg-glu-OH,C11 H21 N5 O5,Full match,Invalid mass,No results,Full match,0.25,303.15434,1.039,24057297.04,2,,,,DDA for preferred ion,3237776.687,7027879.945,9110235.695,23281995.03,4626839.462,4466830.299,9962088.305,24057297.04,15466239.41,11795542.37,4753416.414,128,128,128,128,128,128,128,128,0,128,128,128,32
AB-CHMINACA metabolite M7,C20 H25 N3 O5,No match,Invalid mass,No results,No match,56767.47,409.15862,1.171,23973640.24,1,69,44,,DDA for preferred ion,14913836.49,12156152.11,13313621.18,14844212.32,14914768.35,16665255.31,23973640.24,13614881.16,12919071.1,15889397.02,14403302,128,128,128,128,128,128,128,0,128,128,128,128,32
"1,2-Dideoxy-5-O-(methylsulfonyl)pentitol",C6 H14 O5 S,Full match,No results,No results,Full match,0.49,198.05629,1.395,16237561.63,0,,,,DDA for preferred ion,1499341.714,847171.6531,619948.5371,11328106.05,1505757.283,968019.8337,1134542.076,1070684.577,11433102.99,883423.8526,16237561.63,16,128,128,128,16,16,16,128,128,128,128,0,16
