FeatureID,Name,Formula,MW,# ChemSpider Results,# mzCloud Results,KEGG Pathways,Area: 60_CTRL_1246.1,Area: 59_CTRL_1154.1,Area: 57_CTRL_1246.3,Area: 47_CTRL_1177.1,Area: 46_CTRL_1154.2,Area: 41_CTRL_CTRL.1,Area: 40_CTRL_CTRL.3,Area: 19_CTRL_1246.2,Area: 14_CTRL_1177.3,Area: 10_CTRL_1154.3,Area: 2_CTRL_CTRL.2,Gap Status: 60_CTRL_1246.1,Gap Status: 59_CTRL_1154.1,Gap Status: 57_CTRL_1246.3,Gap Status: 47_CTRL_1177.1,Gap Status: 46_CTRL_1154.2,Gap Status: 41_CTRL_CTRL.1,Gap Status: 40_CTRL_CTRL.3,Gap Status: 38_BOCU_1177.2,Gap Status: 14_CTRL_1177.3,Gap Status: 10_CTRL_1154.3,Gap Status: 2_CTRL_CTRL.2,name4plot,C,H,N,O,Cl,S,P,H_to_C,O_to_C,NOSC,GFE,DBE,DBE_O,AI,AI_mod,DBE_AI,Class
Feature0050,2'-Deoxyadenosine,C10 H13 N5 O3,251.10189,12,32,Metabolic pathways;ABC transporters;Other,1138987.482,8218707.089,1991364.906,259939670.3,207018507,93528346.73,75153738.28,143355374,167501542.4,233772046.1,95450058.96,Full gap,Full gap,Full gap,Missing ions,Missing ions,No gap,Missing ions,Missing ions,Missing ions,Missing ions,Missing ions,2'-Deoxyadenosine-peak2,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Lignin
Feature0049,2'-Deoxyadenosine,C10 H13 N5 O3,251.10184,12,32,Metabolic pathways;ABC transporters;Other,64745105.84,247056734.7,83580813.86,12895182.06,5207169.037,3481594.807,5080868.846,6656948.524,3979393.622,6840942.064,144143.0203,Full gap,No gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,2'-Deoxyadenosine-peak1,10,13,5,3,0,0,0,1.3,0.3,0.7999999999999998,37.5,7,4,-0.5,0.14285714285714285,-1,Lignin
Feature0048,1728928,C10 H19 N3 O4,245.13751,22,104,NA,12966698.48,2946492.085,24781328.82,10138123.67,2245447.159,25691497.45,22164895.54,36979169.45,10674062.84,2686367.616,24028121.84,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,1728928,10,19,3,4,0,0,0,1.9,0.4,-0.20000000000000018,66,3,-1,-1.3333333333333333,-0.4,-4,Protein
Feature0047,13(S)-HOTrE,C18 H30 O3,294.21947,59,11,Metabolic pathways;Biosynthesis of secondary metabolites;Other,4534609.378,5535204.678,3284957.924,7261561.292,753728.1464,4010047.747,3837893.434,5050619.043,3349867.604,5042706.485,3978462.648,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,13(S)-HOTrE,18,30,0,3,0,0,0,1.6666666666666667,0.16666666666666666,-1.333333333333333,98.29999999999998,4,1,0.06666666666666667,0.15151515151515152,1,Lipid
Feature0046,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",C9 H15 N3 O2,197.1165,8,2,NA,12628383.89,140317939.3,14247715.22,167177003.2,11836525.9,12098534.41,13836371.67,18312542.79,279208372.9,158664738.1,11873709.55,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,"1-Methyl-5-(1-piperidinyl)-2,4-imidazolidinedione",9,15,3,2,0,0,0,1.6666666666666667,0.2222222222222222,-0.22222222222222232,66.63333333333333,4,2,-0.25,0,-1,Lipid
Feature0045,1-Butyl-N-(2-hydroxyethyl)-4-nitro-2-propyl-1H-imidazole-5-carboxamide,C13 H22 N4 O4,298.16415,4,2,NA,58831.65721,60032.48815,54795.5784,75865.80432,65191.23697,78473.60469,186401.4423,150203.442,70370.48005,67125.73164,76519.57952,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,1-Butyl-N-(2-hydroxyethyl)-4-nitro-2-propyl-1H-imidazole-5-carboxamide,13,22,4,4,0,0,0,1.6923076923076923,0.3076923076923077,-0.1538461538461542,64.6846153846154,5,1,-0.6,-0.14285714285714285,-3,Protein
Feature0044,1-Amino-1-deoxyhexitol,C6 H15 N O5,181.09505,1,0,NA,15224864.17,544315.542,22758192.7,643734.6922,346367.956,229817.7931,730912.4412,28797254.18,139219.8781,628122.6137,881625.8303,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,1-Amino-1-deoxyhexitol,6,15,1,5,0,0,0,2.5,0.8333333333333334,-0.33333333333333304,69.79999999999998,0,-5,-Inf,-1.4,-6,Carbohydrate
Feature0043,"1-[1-(4-Amino-1,2,5-oxadiazol-3-yl)-5-methyl-1H-1,2,3-triazol-4-yl]ethanol",C7 H10 N6 O2,210.0867,1,39,NA,24304002.59,29368251.28,23280071.28,51268898.64,50056562.4,53215600.46,50931334.39,46992540.49,52073216.99,45643388.45,45278072.61,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,"1-[1-(4-Amino-1,2,5-oxadiazol-3-yl)-5-methyl-1H-1,2,3-triazol-4-yl]ethanol",7,10,6,2,0,0,0,1.4285714285714286,0.2857142857142857,1.7142857142857144,11.442857142857136,6,4,2,-Inf,-2,Lignin
Feature0042,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,265.11614,1,4,NA,994273230.8,98728679.2,1096178624,27026946.77,10926744.9,529708782,549024494.1,1425604839,23927121.24,81817616.62,503516127.3,Full gap,No gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,10,19,1,7,0,0,0,1.9,0.7,-0.20000000000000018,66,2,-5,-3,-0.45454545454545453,-6,Amino Sugar
Feature0041,1-(Dimethylamino)-2-propanyl acetate,C7 H15 N O2,145.1103,37,26,NA,174437316.6,5830849.04,207698059.2,475384.44,508486.7706,361921.7614,320153.7007,216180723.6,631542.0155,3297099.085,514782.858,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,1-(Dimethylamino)-2-propanyl acetate,7,15,1,2,0,0,0,2.142857142857143,0.2857142857142857,-1.1428571428571432,92.87142857142858,1,-1,-0.5,-0.2,-2,Lipid
Feature0040,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",C10 H13 N O3,195.08957,76,3,Other,682794.9202,917516.2595,750625.453,4002479757,854207.5717,1090353.157,1573694.24,666336.513,76240306.62,708994.4459,1044577.428,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,"1-(3,4-dimethoxyphenyl)ethan-1-one oxime",10,13,1,3,0,0,0,1.3,0.3,-0.40000000000000036,71.7,5,2,0.16666666666666666,0.3333333333333333,1,Lignin
Feature0039,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",C21 H24 O7,388.1523,40,125,NA,131109735.7,392033.9716,110696720.1,431302.5119,428335.0378,428725.8198,422497.748,106188752.9,479128.8994,450209.8029,436885.6445,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"1-(3,4-Dimethoxyphenyl)-4-(4-hydroxy-3-methoxyphenyl)dihydro-1H,3H-furo[3,4-c]furan-3a(4H)-ol",21,24,0,7,0,0,0,1.1428571428571428,0.3333333333333333,-0.4761904761904763,73.87142857142857,10,3,0.21428571428571427,0.37142857142857144,3,Lignin
Feature0038,"1-(2-Furyl)-1,2-ethanediol",C6 H8 O3,128.04731,46,64,Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Other,2318567.572,74865102.43,3923068.048,80022986.27,69435491.76,2696867.876,2194376.395,3738023.52,47877434.44,65379470.5,2393988.54,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"1-(2-Furyl)-1,2-ethanediol",6,8,0,3,0,0,0,1.3333333333333333,0.5,-0.33333333333333304,69.79999999999998,3,0,0,0.3333333333333333,0,Lignin
Feature0037,"1,4-Anhydro-1-(2,4-dioxo-1,2,3,4-tetrahydro-5-pyrimidinyl)-5-O-phosphonopentitol",C9 H13 N2 O9 P,324.03593,6,260,Metabolic pathways;Biosynthesis of cofactors;Other,12555640.48,352336.8179,9770833.983,4823511.443,158943.5798,88014505.04,79108545.07,12459663.01,8953601.797,1532943.402,84201123.7,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"1,4-Anhydro-1-(2,4-dioxo-1,2,3,4-tetrahydro-5-pyrimidinyl)-5-O-phosphonopentitol",9,13,2,9,0,0,1,1.4444444444444444,1,0.6666666666666665,41.3,5,-4,2.3333333333333335,-1.6666666666666667,-7,Tannin
Feature0036,"1,2-Dideoxy-5-O-(methylsulfonyl)pentitol",C6 H14 O5 S,198.05629,1,0,NA,16519344.03,886512.478,11439516.11,1145859.574,1115708.715,1567037.304,739430.3156,11468886.82,667786.8956,837259.8111,1507805.599,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"1,2-Dideoxy-5-O-(methylsulfonyl)pentitol",6,14,0,5,0,1,0,2.3333333333333335,0.8333333333333334,-0.33333333333333304,69.79999999999998,0,-5,-Inf,-1.4,-6,Carbohydrate
Feature0035,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",C12 H23 N O7,293.14748,10,5,NA,19093683.09,9652997.17,4333015.779,118679737.9,12786384.86,581265801.4,459379313.3,89991399.85,2290340.52,104946203.8,491029885.6,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"1,2-di-O-methyl-4-[(2R)-2,4-dihydrobutyramido]-4,6-dideoxy-alpha-D-mannopyranoside",12,23,1,7,0,0,0,1.9166666666666667,0.5833333333333334,-0.5,74.55,2,-5,-1.5,-0.3333333333333333,-6,Amino Sugar
Feature0034,.alpha.-Glucoheptitol,C7 H16 O7,212.08956,4,34,NA,4190602.555,12498024.48,2072907.136,4010252.445,5975174.645,3901576.164,15568222.56,2039814.073,8970232.467,12018584.17,487458.3398,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,.alpha.-Glucoheptitol,7,16,0,7,0,0,0,2.2857142857142856,1,-0.2857142857142856,68.44285714285714,0,-7,-Inf,-1,-7,Carbohydrate
Feature0033,(S)-malyl alpha-D-glucosaminide,C10 H17 N O9,295.09039,4,4,NA,115665620.1,78108091.99,137568297.2,56712639.95,42120073.4,147239491.7,132729019.7,142635956.6,54640744.36,72192376.97,122286823.8,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,(S)-malyl alpha-D-glucosaminide,10,17,1,9,0,0,0,1.7,0.9,0.3999999999999999,48.9,3,-6,-Inf,-0.5555555555555556,-7,Carbohydrate
Feature0032,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",C14 H23 N O11,381.12721,1,6,NA,1506824.853,7610354.764,1497716.676,961856.0154,4264502.299,60426927.11,32949993.62,1692940.45,667826.0129,6169660.472,55148436.41,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,"(6R)-5-Acetamido-3,5-dideoxy-6-[(1R,2R)-1,2-dihydroxy-3-(lactoyloxy)propyl]-alpha-L-threo-hex-2-ulopyranosonic acid",14,23,1,11,0,0,0,1.6428571428571428,0.7857142857142857,0.1428571428571428,56.22857142857143,4,-7,-4,-0.3333333333333333,-8,Carbohydrate
Feature0031,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",C4 H6 N6 O4,202.04538,1,139,NA,907039061.3,8011918.67,1055416692,15903416.7,15988631.04,1209235012,1031724613,202631584.7,5354664.702,21855411.16,934009996.8,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,"(2Z,4Z)-6-Amino-2,4-diimino-5-nitro-1,3(2H,4H)-pyrimidinediol",4,6,6,4,0,0,0,1.5,1,5,-82.2,5,1,0.8333333333333334,0.75,-5,Carbohydrate
Feature0030,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",C15 H21 N O7,327.13187,5,16,NA,9530129.338,21785002.19,13504097.34,60303192.29,10772867.96,106074160.4,89607115.19,16573405.43,14759091.31,16569360.31,89434214.72,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,"(2S)-3-Phenyl-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)propanoic acid (non-preferred name)",15,21,1,7,0,0,0,1.4,0.4666666666666667,-0.2666666666666666,67.89999999999999,6,-1,-0.2857142857142857,0.14285714285714285,-2,Lignin
Feature0029,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",C10 H19 N O8,281.11106,24,1,NA,19254860.87,53889145.97,21450069.05,62552748.63,17290823.41,70061324.83,67709881.14,25693832.08,21050260.45,45035416.22,80353230.4,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Missing ions,Full gap,Full gap,Full gap,Full gap,"(2S)-3-Hydroxy-2-({[(3S,4S,5R)-2,3,4-trihydroxy-5-(hydroxymethyl)tetrahydro-2-furanyl]methyl}amino)butanoic acid (non-preferred name)",10,19,1,8,0,0,0,1.9,0.8,0,60.3,2,-6,-7,-0.6,-7,Carbohydrate
Feature0028,(2E)-2-Pentenedioate,C5 H4 O4,128.01091,6,89,NA,48288046.98,18434553.75,53450808.86,14093484.15,12879541.56,51155913.87,43191423.77,55042024.65,8071844.706,19307268.62,41950899.09,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,(2E)-2-Pentenedioate,5,4,0,4,0,0,0,0.8,0.8,0.7999999999999998,37.5,4,0,0,0.6666666666666666,0,Condensed HC
Feature0027,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",C20 H34 O3,322.25075,34,35,Metabolic pathways;Biosynthesis of secondary metabolites;Other,230102.983,2793154.973,355111.6225,49035410.04,378134.3022,325176.8237,383162.5468,389218.1698,65715906.58,294111.5956,418444.8451,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,"(1R,4aS,5R,8aS)-5-(5-hydroxy-3-methylpentyl)-1,4a-dimethyl-6-methylidene-decahydronaphthalene-1-carboxylic acid",20,34,0,3,0,0,0,1.7,0.15,-1.4000000000000004,100.20000000000002,4,1,0.058823529411764705,0.13513513513513514,1,Lipid
Feature0026,(+)-Piperitol,C20 H20 O6,356.12609,59,85,Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of various plant secondary metabolites;Other,205425623.7,1283615.933,174679893.7,603041.4684,558811.9705,513487.2788,502690.9359,155690701.2,568137.8048,544904.8748,550754.8216,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,(+)-Piperitol,20,20,0,6,0,0,0,1,0.3,-0.40000000000000036,71.7,11,5,0.35714285714285715,0.47058823529411764,5,Lignin
Feature0025,NA,C4 H2 O8 S2,241.91814,0,0,NA,148642104.7,147151158.8,148608360,176315842.8,120838082.2,154297424.3,144586112.1,157653342.6,140367925.8,131608831.3,140952639.7,Full gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,No gap,Feature0025,4,2,0,8,0,2,0,0.5,2,4.5,-67.95,4,-4,1,1,-6,Other
Feature0024,NA,C11 H20 N4 O3,256.15356,0,0,NA,49941.75408,54420.20344,84980.43246,105143.6687,53682.27888,66447.79044,61351.81752,82887.5903,75725.17983,56305.11793,62132.93889,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Feature0024,11,20,4,3,0,0,0,1.8181818181818181,0.2727272727272727,-0.18181818181818166,65.48181818181817,4,1,-0.75,-0.2727272727272727,-3,Lipid
Feature0023,NA,C2 H3 P S,89.96937,0,0,NA,83016186.21,105032619.9,89302475.7,90849095.42,99030446.85,85905370.82,79977291.36,93434921.55,101501238.1,109823080.6,84029084.86,Full gap,No gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,No gap,No gap,Full gap,Feature0023,2,3,0,0,0,1,1,1.5,0,-3,145.8,2,2,NA,NA,0,Lipid
Feature0022,NA,C16 H29 N O13,443.16395,0,0,NA,1355095.366,12948924.22,3420544.882,1177048.613,6060129.709,65832025.02,85993154.69,8804970.632,923094.9996,8116342.153,75501813.01,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Feature0022,16,29,1,13,0,0,0,1.8125,0.8125,0,60.3,3,-10,-5.5,-0.5294117647058824,-11,Carbohydrate
Feature0021,NA,C18 H25 N5 O10,471.15896,6,0,NA,8168127.777,19929206.12,9672237.608,7176842.929,14159624.91,95591849.35,91023278.01,13499418.14,5909968.406,14016820.91,97940348.94,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Feature0021,18,25,5,10,0,0,0,1.3888888888888888,0.5555555555555556,0.5555555555555554,44.46666666666667,9,-1,-2,-0.125,-6,Lignin
Feature0020,NA,C14 H26 N6 O10,438.1713,0,0,Metabolic pathways;Biosynthesis of secondary metabolites;Other,2153288.019,11525169.8,2471569.818,3800373.535,52556.24837,2630666.608,2349603.355,5971219.594,60534138.05,21940865.25,1673577.901,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Feature0020,14,26,6,10,0,0,0,1.8571428571428572,0.7142857142857143,0.8571428571428572,35.87142857142857,5,-5,5.5,-2,-11,Carbohydrate
Feature0019,NA,C20 H32 N6 O3,404.25385,0,0,NA,516055.2605,664454.9449,258340.959,58219099.15,487032.1661,360947.7065,453467.6148,441180.9347,86412855.31,708068.7304,685094.6676,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Feature0019,20,32,6,3,0,0,0,1.6,0.15,-0.40000000000000036,71.7,8,5,-0.09090909090909091,0.04,-1,Lipid
Feature0018,NA,C30 H30 N6 O9,618.20799,0,0,NA,8247247.764,141869.8927,9763403.064,201499.1538,198032.9478,198287.8454,202598.1598,15573186.92,210895.3522,205336.9909,204700.7613,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0018,30,30,6,9,0,0,0,1,0.3,0.20000000000000018,54.599999999999994,19,10,0.26666666666666666,0.4358974358974359,4,Lignin
Feature0017,NA,C11 H21 N O8 S,327.09887,1,0,Other,9943626.003,1587401.646,17818700.44,2049130.216,533138.5041,16203341.88,14139204.47,15084902.97,1792001.645,1268520.274,14435019.84,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0017,11,21,1,8,0,1,0,1.9090909090909092,0.7272727272727273,0,60.3,2,-6,-8,-0.8,-8,Carbohydrate
Feature0016,NA,C35 H63 N O3,545.48105,0,0,NA,70635328.88,72624068.79,64882924.77,61385872.35,61998054.45,66060025.9,65603503.96,844227.851,1055813.806,1671812.11,278312.3501,Full gap,No gap,No gap,Full gap,No gap,No gap,No gap,No gap,Full gap,Full gap,Full gap,Feature0016,35,63,1,3,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142857,5,2,0.03225806451612903,0.07692307692307693,1,Lipid
Feature0015,NA,C35 H63 N O3,545.48106,0,0,NA,531825.7972,206770.4943,902738.4797,61385872.35,61998054.45,66060025.9,65603503.96,68749228.39,64538981.83,65525661.56,204163.9447,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0015,35,63,1,3,0,0,0,1.8,0.08571428571428572,-1.5428571428571427,104.27142857142857,5,2,0.03225806451612903,0.07692307692307693,1,Lipid
Feature0014,NA,C18 H34 N2 O12,470.2113,0,0,NA,7684476.229,2455838.264,8075550.418,1642555.114,1577925.395,61903045.11,53234512.25,13008659.43,1471852.557,2382306.443,57649545.13,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Feature0014,18,34,2,12,0,0,0,1.8888888888888888,0.6666666666666666,-0.22222222222222232,66.63333333333333,3,-9,-2.75,-0.5,-11,Amino Sugar
Feature0013,NA,C3 H2 N4 O18 S2,445.88051,0,0,NA,48121665.41,50246336.43,50792307.55,55219237.6,47546811.85,53312421.26,49672032.53,53953085,53393383.58,49442595.5,48144748.11,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Feature0013,3,2,4,18,0,2,0,0.6666666666666666,6,16.666666666666664,-414.69999999999993,5,-13,0.9047619047619048,0.8333333333333334,-19,Other
Feature0012,NA,C6 H5 O13 P3,377.89309,0,0,NA,41236295.93,40266155.84,41042246.34,44209510.85,36798790.8,41287610.33,39407622.14,42970661.75,42283411.34,36528233.27,39313688.41,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Feature0012,6,5,0,13,0,0,3,0.8333333333333334,2.1666666666666665,1,31.799999999999997,6,-7,1,1,-10,Other
Feature0011,NA,C16 H28 N2 O13,456.15919,0,0,NA,432266.4759,169361.7252,1199501.785,212051.7058,264724.5067,40515228.72,37531400.72,2612307.5,166533.1402,299760.8127,37457991.78,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Feature0011,16,28,2,13,0,0,0,1.75,0.8125,0.25,53.175,4,-9,-11,-0.6,-11,Carbohydrate
Feature0010,NA,C10 H17 N7 O8,363.11421,0,0,NA,13433343.43,4755630.439,15799774.64,3236962.92,4734254.257,64660079.93,49923798.3,37645614.12,5079653.499,5998141.751,55919808.12,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0010,10,17,7,8,0,0,0,1.7,0.8,2,3.299999999999997,6,-2,1.8,5,-9,Carbohydrate
Feature0009,NA,C22 H39 N O17,589.22211,0,0,NA,2017383.692,737281.7253,4621404.334,768539.2015,528817.2852,45129080.75,42419137.04,9266329.886,563080.3472,344644.3772,51104495.87,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Feature0009,22,39,1,17,0,0,0,1.7727272727272727,0.7727272727272727,-0.09090909090909083,62.890909090909084,4,-13,-3.5,-0.44,-14,Carbohydrate
Feature0008,NA,C39 H74 N2 O6,666.55504,0,0,NA,35357684.67,42032164.13,34397295.69,846681.2665,731091.6411,627366.8155,520149.2034,630235.704,182797.9245,186150.834,184678.9781,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0008,39,74,2,6,0,0,0,1.8974358974358974,0.15384615384615385,-1.4358974358974361,101.22307692307692,4,-2,-0.12903225806451613,-0.029411764705882353,-4,Lipid
Feature0007,NA,C11 H18 N3 O6 P S,351.06551,0,0,NA,454801.4826,455083.842,669202.6773,68150972.05,301540.3498,638086.0885,501194.8959,692011.7645,6705847.621,503275.0485,475668.8515,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Feature0007,11,18,3,6,0,1,1,1.6363636363636365,0.5454545454545454,0,60.3,5,-1,-Inf,-1,-6,Protein
Feature0006,NA,C9 H9 N2 O6 P3 S4,461.85452,0,0,NA,30113154.02,24442950.57,26301397.84,35042044.06,17140792.44,30997613.7,30269252.91,33883027.95,22472693.93,19827891.02,28904692.58,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Feature0006,9,9,2,6,0,4,3,1,0.6666666666666666,0.22222222222222232,53.96666666666666,8,2,1.1666666666666667,1.3333333333333333,-7,Tannin
Feature0005,NA,C4 H N4 O7 P3,309.90566,0,0,NA,26068916.18,28919951.66,26689565.08,29871428.21,22190981.2,28174663.25,25330232.8,29309723.25,26556998.13,25853964.24,26788187.42,Full gap,No gap,Full gap,Full gap,No gap,Full gap,No gap,Full gap,No gap,Full gap,Full gap,Feature0005,4,1,4,7,0,0,3,0.25,1.75,2.5,-10.950000000000003,8,1,0.6,0.38461538461538464,-6,Other
Feature0004,NA,C9 H8 O17 P2 S2,513.86803,0,0,NA,28057833.22,31306499.22,30577805.68,32204931.65,27017016.28,30871608.79,27656492.73,32668224.62,30987235.85,29789507.65,26372676.09,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0004,9,8,0,17,0,2,2,0.8888888888888888,1.8888888888888888,2.2222222222222223,-3.0333333333333385,7,-10,1.1666666666666667,1.5714285714285714,-14,Other
Feature0003,NA,C3 H5 N2 P S,131.99089,0,0,NA,16630442.48,19352513.11,20765663.13,24666564.68,17145801.55,31258921.08,25997308.4,23858321.76,22964383.98,22105016.22,26526335.08,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Feature0003,3,5,2,0,0,1,1,1.6666666666666667,0,-0.666666666666667,79.30000000000001,3,3,1,1,-1,Lipid
Feature0002,NA,C H3 N O5,109.00137,0,0,NA,18013456.94,21670451.57,21764541.16,12657370.06,9445968.991,17004887.22,13697068.92,12911209.58,11796580.24,11832067.13,13651109.52,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0002,1,3,1,5,0,0,0,3,5,10,-224.7,1,-4,1,1,-5,Other
Feature0001,NA,C6 H N6 O5 P3 S2,393.86699,0,0,NA,22135830.23,17868752.77,20231239.68,29754036.79,11997537.04,23605275.2,22677956.1,24832962.18,16147031.87,14630383.42,21670817.09,Full gap,Full gap,Full gap,Full gap,No gap,Full gap,Full gap,Full gap,Full gap,Full gap,Full gap,Feature0001,6,1,6,5,0,2,3,0.16666666666666666,0.8333333333333334,2.666666666666667,-15.700000000000017,11,6,0.5,0.3333333333333333,-5,Other
